Order ID,Order Date,Region,Category,Sales,Profit,Month-Year
997,2024-05-08,Central,Furniture,247.03,24.77,2024-05
998,2024-05-08,South,Furniture,286.81,43.34,2024-05
999,2024-05-08,West,Technology,455.36,60.16,2024-05
1000,2024-05-08,East,Furniture,324.96,85.75,2024-05
1001,2024-05-08,Central,Furniture,60.15,7.24,2024-05
1002,2024-05-09,Central,Technology,492.09,86.86,2024-05
1003,2024-05-09,Central,Furniture,198.45,26.44,2024-05
1004,2024-05-09,East,Furniture,234.43,31.5,2024-05
1005,2024-05-09,Central,Furniture,280.48,37.9,2024-05
1006,2024-05-09,East,Furniture,207.33,48.46,2024-05
1007,2024-05-09,Central,Office Supplies,169.57,40.22,2024-05
1008,2024-05-09,Central,Furniture,245.35,37.4,2024-05
1009,2024-05-09,South,Office Supplies,141.03,19.19,2024-05
1010,2024-05-09,Central,Technology,503.94,74.64,2024-05
1011,2024-05-10,South,Office Supplies,115.78,20.51,2024-05
1012,2024-05-10,West,Technology,595.05,132.08,2024-05
1013,2024-05-10,West,Office Supplies,116.67,19.25,2024-05
1014,2024-05-10,Central,Furniture,202.96,43.18,2024-05
1015,2024-05-10,Central,Office Supplies,82.35,15.73,2024-05
1016,2024-05-10,East,Technology,510.86,77.38,2024-05
1017,2024-05-10,South,Furniture,324.59,38.48,2024-05
1018,2024-05-10,South,Technology,603.3,109.02,2024-05
1019,2024-05-10,East,Technology,316.5,52.24,2024-05
1020,2024-05-10,West,Technology,295.09,49.85,2024-05
1021,2024-05-10,West,Technology,235.23,63.75,2024-05
1022,2024-05-11,East,Office Supplies,119.75,26.25,2024-05
1023,2024-05-11,South,Office Supplies,162.9,36.81,2024-05
1024,2024-05-11,East,Office Supplies,94.23,17.89,2024-05
1025,2024-05-11,West,Office Supplies,119.66,22.48,2024-05
1026,2024-05-11,South,Office Supplies,137.71,33.81,2024-05
1027,2024-05-12,South,Furniture,310.06,42.8,2024-05
1028,2024-05-12,West,Office Supplies,180.56,27.88,2024-05
1029,2024-05-12,East,Furniture,254.89,41.93,2024-05
1030,2024-05-12,West,Office Supplies,119.3,20.84,2024-05
1031,2024-05-12,Central,Office Supplies,82.73,18.08,2024-05
1032,2024-05-12,South,Office Supplies,91.98,13.19,2024-05
1033,2024-05-12,Central,Technology,183.71,28.11,2024-05
1034,2024-05-13,Central,Office Supplies,61.51,10.96,2024-05
1035,2024-05-13,West,Furniture,228.25,48.24,2024-05
1036,2024-05-13,South,Office Supplies,149.54,43.03,2024-05
1037,2024-05-13,East,Office Supplies,130.34,18.23,2024-05
1038,2024-05-13,West,Technology,320.82,50.19,2024-05
1039,2024-05-13,West,Technology,310.17,81.66,2024-05
1040,2024-05-13,West,Furniture,307.08,30.23,2024-05
1041,2024-05-13,East,Technology,467.24,59.45,2024-05
1042,2024-05-13,East,Office Supplies,149.1,35.08,2024-05
1043,2024-05-13,Central,Technology,367.62,55.58,2024-05
1044,2024-05-13,East,Technology,605.94,87.88,2024-05
1045,2024-05-13,Central,Furniture,180.34,23.89,2024-05
1046,2024-05-13,West,Furniture,242.76,46.65,2024-05
1047,2024-05-14,East,Technology,332.24,61.86,2024-05
1048,2024-05-14,Central,Furniture,362.47,53.91,2024-05
1049,2024-05-14,South,Office Supplies,114.83,24.05,2024-05
1050,2024-05-14,Central,Office Supplies,140.58,29.15,2024-05
1051,2024-05-15,West,Office Supplies,150.36,27.91,2024-05
1052,2024-05-15,Central,Technology,403.67,66.53,2024-05
1053,2024-05-15,West,Office Supplies,128.85,20.05,2024-05
1054,2024-05-15,West,Technology,233.55,41.46,2024-05
1055,2024-05-15,Central,Furniture,275.46,62.77,2024-05
1056,2024-05-15,East,Technology,289.28,52.56,2024-05
1057,2024-05-16,West,Technology,366.97,58.59,2024-05
1058,2024-05-16,South,Furniture,203.21,39.57,2024-05
1059,2024-05-16,Central,Office Supplies,92.05,19.89,2024-05
1060,2024-05-16,Central,Furniture,308.8,61.52,2024-05
1061,2024-05-16,East,Technology,260.78,50.19,2024-05
1062,2024-05-16,West,Furniture,340.07,74.76,2024-05
1063,2024-05-16,East,Office Supplies,147.11,26.62,2024-05
1064,2024-05-16,West,Office Supplies,118.98,28.57,2024-05
1065,2024-05-16,West,Office Supplies,131.72,25.63,2024-05
1066,2024-05-16,West,Furniture,491.08,80.89,2024-05
1067,2024-05-16,East,Technology,107.36,18.41,2024-05
1068,2024-05-17,East,Furniture,438.09,119.02,2024-05
1069,2024-05-17,West,Office Supplies,115.83,23.03,2024-05
1070,2024-05-17,West,Furniture,388.47,64.92,2024-05
1071,2024-05-17,East,Office Supplies,117.61,19.19,2024-05
1072,2024-05-17,Central,Furniture,128.47,25.05,2024-05
1073,2024-05-17,Central,Furniture,218.93,43.95,2024-05
1074,2024-05-18,East,Technology,391.23,75.14,2024-05
1075,2024-05-18,South,Office Supplies,158.79,20.24,2024-05
1076,2024-05-18,Central,Technology,521.63,62.95,2024-05
1077,2024-05-18,East,Furniture,301.44,63.6,2024-05
1078,2024-05-18,West,Furniture,209.01,29.69,2024-05
1079,2024-05-18,West,Technology,287.11,52.77,2024-05
1080,2024-05-18,East,Furniture,309.99,53.6,2024-05
1081,2024-05-18,Central,Technology,95.05,14.59,2024-05
1082,2024-05-19,East,Furniture,190.75,38.3,2024-05
1083,2024-05-19,South,Furniture,158.43,21.95,2024-05
1084,2024-05-19,West,Furniture,24.82,4.09,2024-05
1085,2024-05-19,South,Furniture,203.25,38.12,2024-05
1086,2024-05-19,South,Office Supplies,228.96,54.24,2024-05
1087,2024-05-19,East,Furniture,326.01,31.24,2024-05
1088,2024-05-19,East,Furniture,301.11,63.44,2024-05
1089,2024-05-19,West,Furniture,288.95,40.47,2024-05
1090,2024-05-19,Central,Technology,424.01,84.61,2024-05
1091,2024-05-19,East,Furniture,212.84,43.63,2024-05
1092,2024-05-20,West,Office Supplies,119.79,17.62,2024-05
1093,2024-05-20,East,Office Supplies,170.78,25.09,2024-05
1094,2024-05-20,South,Furniture,129.55,13.92,2024-05
1095,2024-05-20,East,Technology,273.79,57.54,2024-05
1096,2024-05-20,West,Furniture,171.59,33.49,2024-05
1097,2024-05-20,South,Technology,586.49,50.99,2024-05
1098,2024-05-20,South,Office Supplies,102.3,12.63,2024-05
1099,2024-05-21,West,Furniture,345.95,24.37,2024-05
1100,2024-05-21,Central,Office Supplies,100.69,20.86,2024-05
1101,2024-05-21,East,Technology,400.44,96.71,2024-05
1102,2024-05-21,South,Furniture,335.98,36.96,2024-05
1103,2024-05-21,West,Technology,411.6,59.1,2024-05
1104,2024-05-21,Central,Office Supplies,88.93,10.07,2024-05
1105,2024-05-21,South,Furniture,271.02,65.76,2024-05
1106,2024-05-21,Central,Office Supplies,133.73,14.78,2024-05
1107,2024-05-21,South,Office Supplies,117.84,24.17,2024-05
1108,2024-05-21,East,Office Supplies,114.82,22.44,2024-05
1109,2024-05-21,South,Technology,308.2,51.84,2024-05
1110,2024-05-21,Central,Furniture,224.24,56.65,2024-05
1111,2024-05-21,West,Technology,258.82,19.59,2024-05
1112,2024-05-21,West,Office Supplies,177.9,33.05,2024-05
1113,2024-05-22,Central,Office Supplies,31.83,6.82,2024-05
1114,2024-05-22,East,Furniture,239.95,49.99,2024-05
1115,2024-05-22,West,Furniture,312.25,104.8,2024-05
1116,2024-05-22,East,Office Supplies,102.2,16.08,2024-05
1117,2024-05-22,West,Furniture,314.12,36.53,2024-05
1118,2024-05-22,Central,Technology,297.21,51.39,2024-05
1119,2024-05-22,West,Technology,623.77,135.16,2024-05
1120,2024-05-22,East,Office Supplies,123.22,19.03,2024-05
1121,2024-05-22,South,Technology,105.34,29.72,2024-05
1122,2024-05-23,East,Office Supplies,140.62,32.26,2024-05
1123,2024-05-23,West,Technology,432.55,97.36,2024-05
1124,2024-05-23,West,Furniture,227.5,22.6,2024-05
1125,2024-05-23,Central,Office Supplies,83.3,19.0,2024-05
1126,2024-05-23,Central,Furniture,381.95,58.81,2024-05
1127,2024-05-23,Central,Technology,397.94,35.79,2024-05
1128,2024-05-23,West,Office Supplies,138.03,30.58,2024-05
1129,2024-05-23,South,Furniture,221.5,48.07,2024-05
1130,2024-05-24,West,Office Supplies,126.0,24.11,2024-05
1131,2024-05-24,West,Technology,303.0,53.71,2024-05
1132,2024-05-24,West,Office Supplies,87.56,19.65,2024-05
1133,2024-05-24,Central,Office Supplies,184.84,34.06,2024-05
1134,2024-05-24,Central,Office Supplies,47.19,9.02,2024-05
1135,2024-05-24,East,Office Supplies,123.63,19.63,2024-05
1136,2024-05-24,West,Technology,297.04,53.07,2024-05
1137,2024-05-25,West,Furniture,277.4,51.73,2024-05
1138,2024-05-25,West,Technology,408.06,59.74,2024-05
1139,2024-05-25,East,Technology,498.86,119.5,2024-05
1140,2024-05-25,South,Office Supplies,121.36,26.73,2024-05
1141,2024-05-25,East,Office Supplies,130.36,16.98,2024-05
1142,2024-05-25,West,Office Supplies,147.09,26.39,2024-05
1143,2024-05-25,West,Office Supplies,151.46,39.0,2024-05
1144,2024-05-25,West,Office Supplies,106.34,14.16,2024-05
1145,2024-05-25,East,Furniture,193.1,40.65,2024-05
1146,2024-05-26,South,Technology,352.81,65.94,2024-05
1147,2024-05-26,Central,Technology,405.69,102.08,2024-05
1148,2024-05-26,East,Technology,337.75,51.37,2024-05
1149,2024-05-27,South,Office Supplies,128.05,30.72,2024-05
1150,2024-05-27,South,Technology,511.73,62.0,2024-05
1151,2024-05-27,South,Office Supplies,68.67,13.8,2024-05
1152,2024-05-27,South,Technology,394.51,36.4,2024-05
1153,2024-05-27,East,Office Supplies,70.96,12.8,2024-05
1154,2024-05-28,Central,Office Supplies,78.33,11.93,2024-05
1155,2024-05-28,Central,Furniture,369.76,48.09,2024-05
1156,2024-05-28,Central,Office Supplies,185.26,14.87,2024-05
1157,2024-05-28,East,Furniture,290.25,55.53,2024-05
1158,2024-05-28,West,Office Supplies,161.65,30.55,2024-05
1159,2024-05-29,Central,Office Supplies,82.61,8.58,2024-05
1160,2024-05-29,South,Office Supplies,95.39,15.51,2024-05
1161,2024-05-29,West,Technology,540.02,163.01,2024-05
1162,2024-05-29,Central,Office Supplies,124.42,31.03,2024-05
1163,2024-05-29,East,Furniture,313.38,57.37,2024-05
1164,2024-05-29,West,Technology,291.6,64.31,2024-05
1165,2024-05-29,East,Furniture,176.12,37.36,2024-05
1166,2024-05-30,South,Office Supplies,195.92,40.22,2024-05
1167,2024-05-30,West,Furniture,276.94,78.49,2024-05
1168,2024-05-30,Central,Furniture,265.74,58.97,2024-05
1169,2024-05-30,East,Office Supplies,151.54,32.24,2024-05
1170,2024-05-30,West,Technology,316.02,32.25,2024-05
1171,2024-05-30,South,Technology,514.71,103.56,2024-05
1172,2024-05-30,East,Technology,264.79,40.53,2024-05
1173,2024-05-30,East,Office Supplies,85.66,10.56,2024-05
1174,2024-05-31,East,Furniture,197.06,42.7,2024-05
1175,2024-05-31,East,Furniture,281.59,64.32,2024-05
1176,2024-05-31,West,Office Supplies,208.81,41.5,2024-05
1177,2024-05-31,East,Technology,555.84,69.67,2024-05
1178,2024-05-31,East,Office Supplies,145.61,11.07,2024-05
1179,2024-05-31,East,Technology,494.81,62.36,2024-05
1180,2024-05-31,South,Office Supplies,154.55,37.28,2024-05
1181,2024-05-31,West,Technology,483.77,45.36,2024-05
1182,2024-05-31,Central,Office Supplies,103.83,8.99,2024-05
1183,2024-05-31,South,Technology,681.92,141.92,2024-05
1184,2024-06-01,East,Furniture,226.16,54.66,2024-06
1185,2024-06-01,Central,Furniture,192.54,32.15,2024-06
1186,2024-06-01,South,Technology,188.59,31.87,2024-06
1187,2024-06-01,South,Furniture,269.54,32.37,2024-06
1188,2024-06-01,South,Furniture,344.87,65.7,2024-06
1189,2024-06-01,West,Technology,327.51,62.52,2024-06
1190,2024-06-01,South,Office Supplies,139.97,12.97,2024-06
1191,2024-06-01,West,Furniture,272.41,65.29,2024-06
1192,2024-06-02,South,Furniture,157.79,31.78,2024-06
1193,2024-06-02,West,Furniture,221.17,58.33,2024-06
1194,2024-06-02,South,Furniture,225.95,15.8,2024-06
1195,2024-06-02,West,Furniture,303.7,60.37,2024-06
1196,2024-06-02,South,Technology,423.46,100.83,2024-06
1197,2024-06-02,South,Furniture,107.2,14.45,2024-06
1198,2024-06-02,West,Furniture,245.95,45.67,2024-06
1199,2024-06-02,East,Office Supplies,112.01,11.78,2024-06
1200,2024-06-02,West,Technology,331.56,86.02,2024-06
1201,2024-06-03,Central,Office Supplies,104.81,16.22,2024-06
1202,2024-06-03,South,Technology,378.01,103.07,2024-06
1203,2024-06-03,West,Technology,326.59,67.58,2024-06
1204,2024-06-03,East,Office Supplies,148.84,25.67,2024-06
1205,2024-06-04,South,Technology,350.28,40.29,2024-06
1206,2024-06-04,West,Office Supplies,165.87,17.61,2024-06
1207,2024-06-04,West,Technology,311.93,59.22,2024-06
1208,2024-06-04,South,Technology,408.72,56.97,2024-06
1209,2024-06-04,West,Office Supplies,132.83,15.58,2024-06
1210,2024-06-04,South,Office Supplies,128.74,18.52,2024-06
1211,2024-06-04,West,Technology,213.22,35.35,2024-06
1212,2024-06-05,West,Furniture,10.0,2.19,2024-06
1213,2024-06-05,South,Technology,376.1,22.45,2024-06
1214,2024-06-05,South,Technology,196.06,31.16,2024-06
1215,2024-06-05,East,Furniture,135.01,29.66,2024-06
1216,2024-06-05,East,Furniture,286.63,56.75,2024-06
1217,2024-06-05,West,Office Supplies,90.7,12.0,2024-06
1218,2024-06-05,East,Office Supplies,129.04,28.17,2024-06
1219,2024-06-05,West,Technology,679.89,161.13,2024-06
1220,2024-06-05,East,Office Supplies,176.2,40.59,2024-06
1221,2024-06-06,Central,Office Supplies,160.2,24.17,2024-06
1222,2024-06-06,South,Office Supplies,123.61,18.62,2024-06
1223,2024-06-06,Central,Furniture,286.14,47.31,2024-06
1224,2024-06-06,East,Technology,33.32,3.85,2024-06
1225,2024-06-06,East,Technology,486.76,35.76,2024-06
1226,2024-06-06,Central,Office Supplies,121.73,25.55,2024-06
1227,2024-06-06,West,Technology,207.66,47.42,2024-06
1228,2024-06-07,West,Office Supplies,186.41,29.76,2024-06
1229,2024-06-07,South,Technology,502.95,92.09,2024-06
1230,2024-06-07,South,Technology,311.76,28.71,2024-06
1231,2024-06-07,West,Furniture,181.15,25.5,2024-06
1232,2024-06-07,East,Technology,651.9,145.34,2024-06
1233,2024-06-07,South,Furniture,213.23,39.56,2024-06
1234,2024-06-07,East,Technology,304.06,73.34,2024-06
1235,2024-06-08,East,Furniture,315.92,47.16,2024-06
1236,2024-06-08,West,Furniture,347.88,62.85,2024-06
1237,2024-06-09,South,Office Supplies,138.5,18.57,2024-06
1238,2024-06-09,West,Office Supplies,63.9,18.32,2024-06
1239,2024-06-09,South,Furniture,398.6,25.62,2024-06
1240,2024-06-09,Central,Technology,629.66,76.14,2024-06
1241,2024-06-09,East,Technology,603.18,86.27,2024-06
1242,2024-06-09,East,Furniture,342.29,61.0,2024-06
1243,2024-06-09,West,Technology,142.48,3.42,2024-06
1244,2024-06-09,East,Technology,455.75,76.29,2024-06
1245,2024-06-09,South,Technology,682.53,130.72,2024-06
1246,2024-06-09,Central,Furniture,212.49,39.24,2024-06
1247,2024-06-10,West,Furniture,416.27,96.22,2024-06
1248,2024-06-10,Central,Office Supplies,169.04,24.31,2024-06
1249,2024-06-10,West,Office Supplies,169.82,43.65,2024-06
1250,2024-06-10,West,Furniture,184.04,36.65,2024-06
1251,2024-06-10,West,Office Supplies,137.2,22.8,2024-06
1252,2024-06-10,East,Furniture,259.92,52.75,2024-06
1253,2024-06-11,South,Office Supplies,137.59,26.28,2024-06
1254,2024-06-11,West,Furniture,328.63,59.77,2024-06
1255,2024-06-11,South,Furniture,307.71,82.57,2024-06
1256,2024-06-12,West,Technology,355.15,32.33,2024-06
1257,2024-06-12,Central,Furniture,400.14,70.07,2024-06
1258,2024-06-12,South,Office Supplies,85.94,17.05,2024-06
1259,2024-06-12,South,Furniture,185.21,41.35,2024-06
1260,2024-06-12,South,Office Supplies,87.13,18.76,2024-06
1261,2024-06-12,West,Office Supplies,105.73,20.26,2024-06
1262,2024-06-12,South,Technology,510.1,77.55,2024-06
1263,2024-06-13,South,Office Supplies,83.21,11.63,2024-06
1264,2024-06-13,West,Technology,592.99,86.83,2024-06
1265,2024-06-13,East,Office Supplies,120.31,12.76,2024-06
1266,2024-06-13,East,Office Supplies,149.14,32.19,2024-06
1267,2024-06-13,East,Technology,157.76,38.92,2024-06
1268,2024-06-13,West,Office Supplies,93.07,29.9,2024-06
1269,2024-06-13,West,Furniture,265.72,65.7,2024-06
1270,2024-06-13,East,Technology,266.83,43.47,2024-06
1271,2024-06-13,West,Furniture,200.63,21.13,2024-06
1272,2024-06-14,Central,Office Supplies,103.2,14.73,2024-06
1273,2024-06-14,South,Technology,385.3,81.16,2024-06
1274,2024-06-14,East,Office Supplies,122.45,18.34,2024-06
1275,2024-06-14,West,Office Supplies,160.9,31.37,2024-06
1276,2024-06-14,Central,Office Supplies,123.65,15.85,2024-06
1277,2024-06-14,West,Furniture,324.96,64.96,2024-06
1278,2024-06-14,East,Technology,463.07,77.29,2024-06
1279,2024-06-15,West,Furniture,299.66,38.45,2024-06
1280,2024-06-15,East,Technology,355.19,21.22,2024-06
1281,2024-06-15,West,Furniture,258.9,50.92,2024-06
1282,2024-06-15,East,Office Supplies,104.08,22.46,2024-06
1283,2024-06-16,Central,Furniture,520.37,100.96,2024-06
1284,2024-06-16,West,Technology,468.63,102.04,2024-06
1285,2024-06-16,East,Furniture,141.08,25.21,2024-06
1286,2024-06-16,South,Furniture,51.42,8.72,2024-06
1287,2024-06-16,Central,Furniture,105.07,16.22,2024-06
1288,2024-06-17,South,Office Supplies,78.78,8.65,2024-06
1289,2024-06-17,East,Technology,415.01,68.09,2024-06
1290,2024-06-17,West,Technology,428.71,42.37,2024-06
1291,2024-06-17,West,Office Supplies,149.3,20.63,2024-06
1292,2024-06-17,East,Office Supplies,138.99,22.54,2024-06
1293,2024-06-17,South,Office Supplies,68.23,9.95,2024-06
1294,2024-06-18,West,Office Supplies,197.74,33.01,2024-06
1295,2024-06-18,South,Furniture,249.58,37.51,2024-06
1296,2024-06-18,West,Furniture,283.15,60.81,2024-06
1297,2024-06-18,West,Office Supplies,117.16,28.07,2024-06
1298,2024-06-18,West,Office Supplies,65.78,12.92,2024-06
1299,2024-06-18,South,Office Supplies,87.2,16.83,2024-06
1300,2024-06-18,Central,Furniture,254.66,35.39,2024-06
1301,2024-06-18,West,Office Supplies,114.05,15.72,2024-06
1302,2024-06-19,Central,Furniture,264.05,65.51,2024-06
1303,2024-06-19,West,Furniture,153.47,33.92,2024-06
1304,2024-06-19,East,Office Supplies,40.0,10.09,2024-06
1305,2024-06-19,West,Furniture,281.36,33.81,2024-06
1306,2024-06-19,West,Office Supplies,150.28,22.95,2024-06
1307,2024-06-19,West,Office Supplies,81.3,12.34,2024-06
1308,2024-06-19,East,Office Supplies,145.72,19.1,2024-06
1309,2024-06-19,West,Office Supplies,26.61,4.1,2024-06
1310,2024-06-20,East,Technology,308.0,44.7,2024-06
1311,2024-06-20,West,Furniture,194.39,37.02,2024-06
1312,2024-06-20,East,Office Supplies,173.38,22.71,2024-06
1313,2024-06-20,Central,Furniture,178.48,34.99,2024-06
1314,2024-06-20,West,Office Supplies,148.24,15.56,2024-06
1315,2024-06-20,South,Technology,192.97,50.87,2024-06
1316,2024-06-20,East,Furniture,51.72,8.4,2024-06
1317,2024-06-21,South,Office Supplies,117.05,6.31,2024-06
1318,2024-06-21,Central,Furniture,236.7,55.15,2024-06
1319,2024-06-21,West,Furniture,234.59,8.22,2024-06
1320,2024-06-21,West,Office Supplies,141.24,24.81,2024-06
1321,2024-06-21,Central,Technology,367.11,49.68,2024-06
1322,2024-06-21,West,Office Supplies,147.13,18.4,2024-06
1323,2024-06-21,West,Technology,490.18,90.24,2024-06
1324,2024-06-21,West,Furniture,308.83,58.16,2024-06
1325,2024-06-21,South,Technology,565.34,113.16,2024-06
1326,2024-06-22,Central,Office Supplies,177.01,47.72,2024-06
1327,2024-06-22,West,Office Supplies,105.31,17.89,2024-06
1328,2024-06-22,East,Furniture,358.49,64.54,2024-06
1329,2024-06-22,Central,Technology,246.19,23.18,2024-06
1330,2024-06-22,West,Furniture,261.75,38.63,2024-06
1331,2024-06-22,South,Furniture,311.52,47.85,2024-06
1332,2024-06-23,Central,Office Supplies,115.44,18.6,2024-06
1333,2024-06-23,West,Furniture,275.63,33.05,2024-06
1334,2024-06-23,Central,Technology,541.88,130.39,2024-06
1335,2024-06-23,West,Furniture,258.25,33.1,2024-06
1336,2024-06-23,Central,Office Supplies,126.95,33.93,2024-06
1337,2024-06-23,East,Furniture,293.63,63.92,2024-06
1338,2024-06-23,South,Furniture,332.14,39.47,2024-06
1339,2024-06-23,East,Office Supplies,108.03,22.9,2024-06
1340,2024-06-23,Central,Furniture,118.89,28.2,2024-06
1341,2024-06-23,East,Furniture,124.41,18.79,2024-06
1342,2024-06-23,West,Furniture,346.21,59.05,2024-06
1343,2024-06-23,Central,Furniture,262.07,72.81,2024-06
1344,2024-06-23,Central,Technology,526.71,91.27,2024-06
1345,2024-06-24,East,Office Supplies,90.49,7.67,2024-06
1346,2024-06-24,West,Furniture,263.23,73.22,2024-06
1347,2024-06-24,East,Furniture,187.48,35.18,2024-06
1348,2024-06-24,East,Furniture,301.51,65.25,2024-06
1349,2024-06-24,Central,Office Supplies,108.29,30.61,2024-06
1350,2024-06-24,Central,Furniture,363.38,75.7,2024-06
1351,2024-06-24,West,Office Supplies,156.2,17.62,2024-06
1352,2024-06-24,Central,Technology,565.75,82.26,2024-06
1353,2024-06-24,Central,Technology,647.25,206.67,2024-06
1354,2024-06-25,East,Technology,283.0,66.47,2024-06
1355,2024-06-25,West,Technology,480.7,50.27,2024-06
1356,2024-06-25,South,Office Supplies,191.71,27.12,2024-06
1357,2024-06-25,West,Furniture,133.05,32.84,2024-06
1358,2024-06-25,East,Furniture,385.51,75.56,2024-06
1359,2024-06-25,West,Technology,386.68,63.16,2024-06
1360,2024-06-25,East,Office Supplies,131.1,23.33,2024-06
1361,2024-06-25,Central,Technology,377.22,51.47,2024-06
1362,2024-06-26,South,Furniture,311.8,59.68,2024-06
1363,2024-06-26,East,Office Supplies,127.56,18.3,2024-06
1364,2024-06-26,East,Office Supplies,105.52,9.12,2024-06
1365,2024-06-26,Central,Furniture,173.98,40.57,2024-06
1366,2024-06-27,South,Technology,464.72,55.01,2024-06
1367,2024-06-27,East,Office Supplies,159.91,38.95,2024-06
1368,2024-06-27,Central,Furniture,177.96,29.78,2024-06
1369,2024-06-27,Central,Office Supplies,77.84,17.26,2024-06
1370,2024-06-27,West,Furniture,252.49,45.72,2024-06
1371,2024-06-27,West,Office Supplies,30.16,5.21,2024-06
1372,2024-06-27,South,Furniture,366.17,106.36,2024-06
1373,2024-06-28,South,Furniture,182.36,24.89,2024-06
1374,2024-06-28,East,Furniture,313.4,63.44,2024-06
1375,2024-06-28,West,Furniture,236.13,31.66,2024-06
1376,2024-06-28,East,Office Supplies,126.02,28.18,2024-06
1377,2024-06-29,East,Office Supplies,134.17,22.38,2024-06
1378,2024-06-29,East,Office Supplies,186.84,41.82,2024-06
1379,2024-06-29,West,Technology,157.91,43.84,2024-06
1380,2024-06-29,East,Office Supplies,137.51,32.78,2024-06
1381,2024-06-29,South,Office Supplies,165.49,20.88,2024-06
1382,2024-06-29,Central,Furniture,12.65,2.18,2024-06
1383,2024-06-29,West,Furniture,223.85,36.28,2024-06
1384,2024-06-29,East,Furniture,201.68,25.24,2024-06
1385,2024-06-29,West,Furniture,450.54,123.17,2024-06
1386,2024-06-30,West,Technology,333.28,38.25,2024-06
1387,2024-06-30,West,Office Supplies,120.51,14.48,2024-06
1388,2024-06-30,South,Office Supplies,170.37,30.39,2024-06
1389,2024-06-30,Central,Office Supplies,141.87,23.21,2024-06
1390,2024-06-30,Central,Furniture,322.57,47.87,2024-06
1391,2024-07-01,West,Furniture,183.85,36.41,2024-07
1392,2024-07-01,East,Office Supplies,175.97,39.85,2024-07
1393,2024-07-01,East,Furniture,197.07,40.38,2024-07
1394,2024-07-01,South,Technology,162.8,37.5,2024-07
1395,2024-07-01,West,Furniture,480.81,93.8,2024-07
1396,2024-07-01,West,Office Supplies,178.37,20.11,2024-07
1397,2024-07-01,South,Furniture,162.2,26.51,2024-07
1398,2024-07-02,South,Office Supplies,160.62,32.88,2024-07
1399,2024-07-02,East,Furniture,218.29,47.39,2024-07
1400,2024-07-02,East,Office Supplies,103.06,18.99,2024-07
1401,2024-07-02,West,Furniture,329.64,56.31,2024-07
1402,2024-07-02,South,Office Supplies,69.21,12.65,2024-07
1403,2024-07-02,South,Technology,528.78,122.12,2024-07
1404,2024-07-02,East,Furniture,158.98,34.17,2024-07
1405,2024-07-03,West,Furniture,327.08,57.3,2024-07
1406,2024-07-03,East,Office Supplies,94.11,18.28,2024-07
1407,2024-07-03,South,Office Supplies,174.67,25.4,2024-07
1408,2024-07-03,West,Office Supplies,207.1,29.14,2024-07
1409,2024-07-03,East,Office Supplies,113.61,29.23,2024-07
1410,2024-07-03,Central,Office Supplies,119.78,27.4,2024-07
1411,2024-07-03,South,Technology,200.34,31.33,2024-07
1412,2024-07-03,West,Technology,419.44,43.05,2024-07
1413,2024-07-03,South,Office Supplies,66.13,14.27,2024-07
1414,2024-07-03,East,Technology,360.81,56.09,2024-07
1415,2024-07-04,Central,Furniture,237.43,40.78,2024-07
1416,2024-07-04,South,Office Supplies,101.84,24.81,2024-07
1417,2024-07-04,West,Furniture,493.25,63.19,2024-07
1418,2024-07-04,Central,Furniture,68.25,11.48,2024-07
1419,2024-07-04,West,Office Supplies,36.76,3.86,2024-07
1420,2024-07-04,Central,Office Supplies,98.47,21.09,2024-07
1421,2024-07-04,Central,Office Supplies,109.65,7.12,2024-07
1422,2024-07-04,West,Furniture,227.34,38.79,2024-07
1423,2024-07-05,East,Office Supplies,172.8,34.01,2024-07
1424,2024-07-05,South,Office Supplies,66.79,13.49,2024-07
1425,2024-07-05,West,Office Supplies,119.91,30.98,2024-07
1426,2024-07-05,West,Technology,264.15,70.36,2024-07
1427,2024-07-05,West,Office Supplies,91.93,14.14,2024-07
1428,2024-07-05,West,Furniture,173.09,33.72,2024-07
1429,2024-07-05,Central,Furniture,314.54,45.52,2024-07
1430,2024-07-05,Central,Technology,607.52,77.99,2024-07
1431,2024-07-05,East,Office Supplies,121.88,25.19,2024-07
1432,2024-07-05,West,Furniture,334.53,82.92,2024-07
1433,2024-07-05,West,Technology,367.37,76.19,2024-07
1434,2024-07-05,West,Office Supplies,144.04,19.73,2024-07
1435,2024-07-06,Central,Office Supplies,141.73,21.97,2024-07
1436,2024-07-06,South,Office Supplies,160.18,17.65,2024-07
1437,2024-07-06,West,Furniture,211.53,31.78,2024-07
1438,2024-07-06,South,Office Supplies,157.91,25.84,2024-07
1439,2024-07-06,West,Furniture,204.52,24.08,2024-07
1440,2024-07-06,West,Office Supplies,145.92,13.99,2024-07
1441,2024-07-06,East,Furniture,307.51,53.21,2024-07
1442,2024-07-06,West,Office Supplies,96.31,15.55,2024-07
1443,2024-07-06,East,Furniture,221.42,36.06,2024-07
1444,2024-07-07,West,Office Supplies,109.75,21.37,2024-07
1445,2024-07-07,East,Technology,497.05,39.08,2024-07
1446,2024-07-07,West,Furniture,311.52,94.99,2024-07
1447,2024-07-07,East,Office Supplies,136.9,33.68,2024-07
1448,2024-07-07,East,Office Supplies,160.24,34.16,2024-07
1449,2024-07-07,Central,Furniture,337.26,80.64,2024-07
1450,2024-07-08,South,Technology,549.15,91.76,2024-07
1451,2024-07-08,West,Technology,577.6,118.16,2024-07
